번호,발표연도,가수,곡명,병기,iTunes가수,iTunes곡명,음반,음반연도,판
511,2011,원더걸스,Be My Baby,,Wonder Girls,Be My Baby,Wonder World,2011,2026-09-13 14:39
512,2011,티아라,롤리폴리,ROLY-POLY,T-ara,ROLY-POLY,존트라볼타 워너비,2011,2026-09-13 14:39
513,2012,나인뮤지스,뉴스,,나인뮤지스,뉴스,News - Single,2012,2026-09-13 14:39
514,2012,버스커버스커,벚꽃 엔딩,Cherry Blossom Ending,버스커버스커,벚꽃 엔딩,버스커버스커 1집,2012,2026-09-13 14:39
515,2012,버스커버스커,여수 밤바다,,버스커버스커,여수 밤바다,버스커버스커 1집,2012,2026-09-13 14:39
516,2012,빅뱅,Fantastic Baby,,BIGBANG,Fantastic Baby,Alive,2012,2026-09-13 14:39
517,2012,스탠딩에그,오래된 노래,,스탠딩 에그,오래된 노래,오래된 노래 - Single,2012,2026-09-13 14:39
518,2012,싸이,강남스타일,Gangnam Style,싸이,강남스타일,"싸이6甲, Pt. 1 - EP",2012,2026-09-13 14:39
519,2012,씨스타,나 혼자,,SISTAR,나혼자,Alone,2012,2026-09-13 14:39
520,2012,양요섭 & 정은지,LOVE DAY,,양요섭 & 정은지,LOVE DAY,'A Cube' For Season # Green - Single,2012,2026-09-13 14:39
521,2012,에이핑크,Hush,,Apink,Hush,Une Annee,2012,2026-09-13 14:39
522,2012,에일리,Heaven,,에일리,HEAVEN,Invitation - EP,2012,2026-09-13 14:39
523,2012,엑소,MAMA,,EXO-K,Mama,Mama (The 1st Mini Album) - EP,2012,2026-09-13 14:39
524,2012,인피니트,추격자,The Chaser,INFINITE,추격자,Infinitize,2012,2026-09-13 14:39
525,2012,태티서,Twinkle,,소녀시대 - 태티서,Twinkle,'Twinkle' Mini Album,2012,2026-09-13 14:39
526,2012,틴탑,To You,,틴탑,To You,Artist - EP,2012,2026-09-13 14:39
527,2013,2NE1,그리워해요,,2NE1,그리워해요,그리워해요 - Single,2013,2026-09-13 14:39
528,2013,다비치,거북이,,다비치,거북이,MYSTIC BALLAD Pt. 1 - Single,2013,2026-09-13 14:39
529,2013,로이킴,봄봄봄,,로이킴,봄봄봄,봄봄봄 - Single,2013,2026-09-13 14:39
530,2013,블락비,Very Good,,블락비,Very Good,Very Good - EP,2013,2026-09-13 14:39
531,2013,소녀시대,I Got A Boy,아이 갓 어 보이,소녀시대,I Got a Boy,The 4th Album 'I Got a Boy',2013,2026-09-13 14:39
532,2013,씨스타,Give It To Me,기브 잇 투 미,SISTAR,Give It To Me,Give It To Me,2013,2026-09-13 14:39
533,2013,아이유,금요일에 만나요,,아이유,금요일에 만나요 (feat. 장이정),Modern Times – Epilogue,2013,2026-09-13 14:39
534,2013,아이유,분홍신,Red Shoes,아이유,분홍신,Modern Times,2013,2026-09-13 14:39
535,2013,엑소,늑대와 미녀,,EXO,늑대와 미녀,The 1st Album 'XOXO' (Repackage),2013,2026-09-13 14:39
536,2013,엑소,으르렁,Growl,EXO,으르렁,The 1st Album 'XOXO' (Repackage),2013,2026-09-13 14:39
537,2013,엑소,첫 눈,,EXO,첫 눈,12월의 기적 - EP,2013,2026-09-13 14:39
538,2013,자우림,"스물다섯, 스물하나",,자우림,"스물다섯, 스물하나","Goodbye, grief.",2013,2026-09-13 14:39
539,2013,정준영,병,,정준영,병이에요,병이에요 - Single,2013,2026-09-13 14:39
540,2013,크레용팝,빠빠빠,Bar Bar Bar,크레용팝,빠빠빠,빠빠빠 - Single,2013,2026-09-13 14:39
541,2014,EXID,위아래,Up & Down,EXID,Up & Down,Up & Down - Single,2014,2026-09-13 14:39
542,2014,god,미운 오리 새끼,,지오디,미운오리새끼,Chapter 8,2014,2026-09-13 14:39
543,2014,레드벨벳,행복,,레드벨벳,행복,행복 - Single,2014,2026-09-13 14:39
544,2014,성시경,너의 모든 순간,,성시경,너의 모든 순간,별에서 온 그대 (Original Soundtrack),2013,2026-09-13 14:39
545,2014,소유 정기고,썸,Some,정기고 & SoYou,썸 Some (feat. 긱스 릴보이),썸 - Single,2014,2026-09-13 14:39
546,2014,아이유,너의 의미,Meaning of You,아이유,너의 의미 (feat. 김창완),꽃갈피,2014,2026-09-13 14:39
547,2014,악동뮤지션,200%,200%,악뮤,200%,PLAY,2014,2026-09-13 14:39
548,2014,에이핑크,Mr. Chu,Mr.Chu,Apink,Mr. Chu,Pink Blossom,2014,2026-09-13 14:39
549,2014,엑소,중독,,EXO-K,중독,The 2nd Mini Album '중독' - EP,2014,2026-09-13 14:39
550,2014,자이언티,양화대교,Yanghwa BRDG,Zion.T,양화대교,양화대교 - Single,2014,2026-09-13 14:39
551,2014,태양,눈코입,"Eyes, Nose, Lips",태양,"눈, 코, 입",Rise,2014,2026-09-13 14:39
552,2014,혁오,위잉위잉,,혁오,위잉위잉,20 - EP,2014,2026-09-13 14:39
553,2015,마마무,음오아예,,마마무,음오아예,Pink Funky - EP,2015,2026-09-13 14:39
554,2015,박진영,어머님이 누구니,,박진영,어머님이 누구니 (feat. Jessi),24/34 - Single,2015,2026-09-13 14:39
555,2015,백예린,우주를 건너,,백예린,우주를 건너,FRANK - EP,2015,2026-09-13 14:39
556,2015,빅뱅,BAE BAE,,BIGBANG,BAE BAE,MADE,2015,2026-09-13 14:39
557,2015,빅뱅,BANG BANG BANG,,BIGBANG,BANG BANG BANG,A - Single,2015,2026-09-13 14:39
558,2015,빅뱅,LOSER,,BIGBANG,LOSER,M - Single,2015,2026-09-13 14:39
559,2015,아이유,스물셋,Twenty-Three,아이유,스물셋,CHAT-SHIRE,2015,2026-09-13 14:39
560,2015,아이콘,취향저격,,iKON,취향저격,WELCOME BACK - EP,2015,2026-09-13 14:39
561,2015,엑소,CALL ME BABY,,EXO,CALL ME BABY,The 2nd Album ‘EXODUS’,2015,2026-09-13 14:39
562,2015,여자친구,오늘부터 우리는,Me Gustas Tu,여자친구,오늘부터 우리는,Flower Bud - EP,2015,2026-09-13 14:39
563,2015,여자친구,유리구슬,Glass Bead,여자친구,유리구슬,Season Of Glass - EP,2015,2026-09-13 14:39
564,2015,자이언티,꺼내 먹어요,,Zion.T,꺼내 먹어요,꺼내 먹어요 - Single,2015,2026-09-13 14:39
565,2015,트와이스,Like OOH-AHH,OOH-AHH하게,TWICE,OOH-AHH하게,The Story Begins - EP,2015,2026-09-13 14:39
566,2016,라붐,상상더하기,,라붐,상상더하기,Fresh Adventure - EP,2016,2026-09-13 14:39
567,2016,마마무,넌 is 뭔들,,마마무,넌 Is 뭔들,Melting,2016,2026-09-13 14:39
568,2016,마마무,데칼코마니,,마마무,데칼코마니,Memory,2016,2026-09-13 14:39
569,2016,방탄소년단,피 땀 눈물,,방탄소년단,피 땀 눈물,YOU NEVER WALK ALONE,2016,2026-09-13 14:39
570,2016,볼빨간사춘기,우주를 줄게,Galaxy,볼빨간사춘기,우주를 줄게,Full Album RED PLANET,2016,2026-09-13 14:39
571,2016,블랙핑크,휘파람,Whistle,BLACKPINK,휘파람,SQUARE ONE - Single,2016,2026-09-13 14:39
572,2016,세븐틴,예쁘다,,세븐틴,예쁘다,FIRST 'LOVE&LETTER',2016,2026-09-13 14:39
573,2016,아이오아이,너무너무너무,,아이오아이,너무너무너무,miss me? - EP,2016,2026-09-13 14:39
574,2016,엑소,Lotto,,EXO,Lotto,LOTTO - The 3rd Album Repackage,2016,2026-09-13 14:39
575,2016,엑소,Monster,,EXO,Monster,EX’ACT - The 3rd Album,2016,2026-09-13 14:39
576,2016,여자친구,시간을 달려서,Rough,여자친구,시간을 달려서,SNOWFLAKE,2016,2026-09-13 14:39
577,2016,트와이스,CHEER UP,,TWICE,CHEER UP,PAGE TWO - EP,2016,2026-09-13 14:39
578,2016,트와이스,TT,,TWICE,TT,TWICEcoaster: LANE1,2016,2026-09-13 14:39
579,2017,뉴이스트,Where You At,,뉴이스트 W,WHERE YOU AT,"W, HERE - EP",2017,2026-09-13 14:39
580,2017,데이식스,예뻤어,,DAY6,예뻤어,Every DAY6 February - Single,2017,2026-09-13 14:39
581,2017,레드벨벳,Rookie,,레드벨벳,Rookie,Rookie - The 4th Mini Album - EP,2017,2026-09-13 14:39
582,2017,레드벨벳,빨간 맛,,레드벨벳,빨간 맛,The Red Summer - Summer Mini Album - EP,2017,2026-09-13 14:39
583,2017,멜로망스,선물,,멜로망스,선물,Moonlight - EP,2017,2026-09-13 14:39
584,2017,방탄소년단,DNA,,방탄소년단,DNA,Love Yourself 結 'Answer',2017,2026-09-13 14:39
585,2017,방탄소년단,봄날,,방탄소년단,봄날,YOU NEVER WALK ALONE,2017,2026-09-13 14:39
586,2017,볼빨간사춘기,나의 사춘기에게,,볼빨간사춘기,나의 사춘기에게,Red Diary Page.1 - EP,2017,2026-09-13 14:39
587,2017,볼빨간사춘기,썸 탈꺼야,,볼빨간사춘기,썸 탈꺼야,Red Diary Page.1 - EP,2017,2026-09-13 14:39
588,2017,브레이브걸스,롤린,,브레이브걸스,롤린,Rollin' - EP,2017,2026-09-13 14:39
589,2017,블랙핑크,마지막처럼,AS IF IT'S YOUR LAST,BLACKPINK,마지막처럼,마지막처럼 - Single,2017,2026-09-13 14:39
590,2017,선미,가시나,,선미,가시나,가시나 - Single,2017,2026-09-13 14:39
591,2017,수지,Yes No Maybe,,수지,Yes No Maybe,Yes? No? - EP,2017,2026-09-13 14:39
592,2017,아이유,밤편지,Through the Night,아이유,밤편지,밤편지 - Single,2017,2026-09-13 14:39
593,2017,아이유,이런 엔딩,,아이유,이런 엔딩,Palette,2017,2026-09-13 14:39
594,2017,에일리,첫눈처럼 너에게 가겠다,,에일리,첫눈처럼 너에게 가겠다,"도깨비, Pt. 9 (Original Television Soundtrack) - Single",2017,2026-09-13 14:39
595,2017,워너원,에너제틱,Energetic,워너원,에너제틱,1-1=0 (Nothing Without You),2017,2026-09-13 14:39
596,2017,지드래곤,무제,"무제, 2014",G-DRAGON,"무제, 2014",권지용 - EP,2017,2026-09-13 14:39
597,2017,트와이스,Knock Knock,,TWICE,KNOCK KNOCK,TWICEcoaster: LANE 2,2017,2026-09-13 14:39
598,2017,트와이스,Likey,,TWICE,LIKEY,twicetagram,2017,2026-09-13 14:39
599,2017,트와이스,Signal,,TWICE,SIGNAL,SIGNAL - EP,2017,2026-09-13 14:39
600,2018,레드벨벳,Bad Boy,,레드벨벳,Bad Boy,The Perfect Red Velvet - The 2nd Album Repackage - EP,2018,2026-09-13 14:39
601,2018,마마무,별이 빛나는 밤,,마마무,별이 빛나는 밤,Yellow Flower,2018,2026-09-13 14:39
602,2018,모모랜드,BBoom BBoom,뿜뿜,모모랜드,뿜뿜,Great! - EP,2018,2026-09-13 14:39
603,2018,바이브,가을 타나 봐,,바이브,가을 타나 봐,ABOUT ME,2018,2026-09-13 14:39
604,2018,방탄소년단,IDOL,,방탄소년단,IDOL,Love Yourself 結 'Answer',2018,2026-09-13 14:39
605,2018,벤,열애중,,벤,열애중,RECIPE,2018,2026-09-13 14:39
606,2018,볼빨간사춘기,여행,,볼빨간사춘기,여행,"Red Diary, Page. 2 - EP",2018,2026-09-13 14:39
607,2018,블랙핑크,뚜두뚜두,DDU-DU DDU-DU,BLACKPINK,뚜두뚜두,SQUARE UP - EP,2018,2026-09-13 14:39
608,2018,선미,사이렌,,선미,사이렌,WARNING - EP,2018,2026-09-13 14:39
609,2018,선미,주인공,,선미,주인공,주인공 - Single,2018,2026-09-13 14:39
610,2018,세븐틴,어쩌나,Oh My!,세븐틴,어쩌나,17 IS RIGHT HERE,2018,2026-09-13 14:39
611,2018,숀,Way Back Home,,숀,Way Back Home,Take - EP,2018,2026-09-13 14:39
612,2018,수지,다른 사람을 사랑하고 있어,,수지,다른사람을 사랑하고 있어,Faces of Love,2018,2026-09-13 14:39
613,2018,아이유,삐삐,,아이유,삐삐,삐삐 - Single,2018,2026-09-13 14:39
614,2018,아이콘,사랑을 했다,,iKON,사랑을 했다,Return,2018,2026-09-13 14:39
615,2018,엑소,Tempo,,EXO,Tempo,DON’T MESS UP MY TEMPO – The 5th Album,2018,2026-09-13 14:39
616,2018,오마이걸,불꽃놀이,,오마이걸,불꽃놀이 (Remember Me),Remember Me - EP,2018,2026-09-13 14:39
617,2018,청하,Roller Coaster,,청하,Roller Coaster,Offset - EP,2018,2026-09-13 14:39
618,2018,케이윌,내 생에 아름다운,,케이윌,내 생에 아름다운,"뷰티 인사이드, Pt. 4 (Original Television Soundtrack) - Single",2018,2026-09-13 14:39
619,2018,트와이스,What is Love?,,TWICE,What is Love?,Summer Nights,2018,2026-09-13 14:39
620,2018,폴킴,모든 날 모든 순간,,폴킴,"모든 날, 모든 순간","키스 먼저 할까요? (Original Television Soundtrack), Pt. 3 - Single",2018,2026-09-13 14:39
621,2019,ITZY,ICY,,ITZY,ICY,IT'z ICY - EP,2019,2026-09-13 14:39
622,2019,ITZY,달라달라,,ITZY,달라달라,IT'z Different - Single,2019,2026-09-13 14:39
623,2019,거미,기억해줘요 내 모든 날과 그때를,,거미,기억해줘요 내 모든 날과 그때를,호텔 델루나 (Original Soundtrack) Pt. 7 - Single,2019,2026-09-13 14:39
624,2019,노을,늦은 밤 너의 집 앞 골목길에서,,노을,늦은 밤 너의 집 앞 골목길에서,늦은 밤 너의 집 앞 골목길에서 - Single,2019,2026-09-13 14:39
625,2019,데이식스,한 페이지가 될 수 있게,,데이식스,한 페이지가 될 수 있게,The Book of Us : Gravity - EP,2019,2026-09-13 14:39
626,2019,레드벨벳,Psycho,,레드벨벳,Psycho,‘The ReVe Festival’ Finale - EP,2019,2026-09-13 14:39
627,2019,레드벨벳,음파음파,,레드벨벳,음파음파,‘The ReVe Festival’ Day 2 - EP,2019,2026-09-13 14:39
628,2019,마마무,HIP,,마마무,HIP,reality in BLACK,2019,2026-09-13 14:39
629,2019,마크툽,오늘도 빛나는 너에게,,마크툽,오늘도 빛나는 너에게,SPACE OPERA (Red Moon : Complete Edition),2019,2026-09-13 14:39
630,2019,박혜원,시든 꽃에 물을 주듯,,HYNN,시든 꽃에 물을 주듯,시든 꽃에 물을 주듯 - EP,2019,2026-09-13 14:39
631,2019,방탄소년단,작은 것들을 위한 시,Boy With Luv,방탄소년단,작은 것들을 위한 시 (Boy With Luv) [feat. Halsey],MAP OF THE SOUL : PERSONA,2019,2026-09-13 14:39
632,2019,백예린,Square,Square (2017),백예린,Square (2017),Every letter I sent you.,2019,2026-09-13 14:39
633,2019,볼빨간사춘기,워커홀릭,,볼빨간사춘기,워커홀릭,Two Five - EP,2019,2026-09-13 14:39
634,2019,블랙핑크,Kill This Love,,BLACKPINK,Kill This Love,KILL THIS LOVE - EP,2019,2026-09-13 14:39
635,2019,송하예,니 소식,,송하예,니 소식,니 소식 - Single,2019,2026-09-13 14:39
636,2019,아이유,Blueming,,아이유,Blueming,Love Poem - EP,2019,2026-09-13 14:39
637,2019,악동뮤지션,어떻게 이별까지 사랑하겠어,,악뮤,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",항해,2019,2026-09-13 14:39
638,2019,엑소,Obsession,,EXO,Obsession,OBSESSION - The 6th Album,2019,2026-09-13 14:39
639,2019,엔플라잉,옥탑방,,엔플라잉,옥탑방,봄이 부시게 - EP,2019,2026-09-13 14:39
640,2019,잔나비,주저하는 연인들을 위해,,잔나비,주저하는 연인들을 위해,전설,2019,2026-09-13 14:39
641,2019,장범준,노래방에서,,장범준,노래방에서,장범준 3집,2019,2026-09-13 14:39
642,2019,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,멜로가 체질 (Original Television Soundtrack),2019,2026-09-13 14:39
643,2019,창모,메테오,METEOR,창모,METEOR,Boyhood,2019,2026-09-13 14:39
644,2019,청하,Snapping,,청하,Snapping,Flourishing - EP,2019,2026-09-13 14:39
645,2019,청하,벌써 12시,,청하,벌써 12시,벌써 12시 - Single,2019,2026-09-13 14:39
646,2019,태연,불티,,태연,불티,Purpose - The 2nd Album,2019,2026-09-13 14:39
647,2019,태연,사계,,태연,사계,사계 - Single,2019,2026-09-13 14:39
648,2019,트와이스,FANCY,,TWICE,FANCY,FANCY YOU - EP,2019,2026-09-13 14:39
649,2019,트와이스,Feel Special,,TWICE,Feel Special,Feel Special,2019,2026-09-13 14:39
650,2019,폴킴,안녕,,폴킴,안녕,호텔 델루나 (Original Soundtrack) Pt.10 - Single,2019,2026-09-13 14:39
651,2019,화사,멍청이,,화사,멍청이,멍청이 - Single,2019,2026-09-13 14:39
652,2020,ITZY,WANNABE,,ITZY,WANNABE,IT'z ME,2020,2026-09-13 14:39
653,2020,pH-1,Nerdy Love,,pH-1,Nerdy Love (feat. Yerin Baek),Nerdy Love (feat. Yerin Baek) - Single,2020,2026-09-13 14:39
654,2020,가호,시작,,가호,시작,이태원 클라쓰 (Original Television Soundtrack),2020,2026-09-13 14:39
655,2020,미란이 & 먼치맨,VVS,,"미란이, 먼치맨, 쿤디판다 & 머쉬베놈",VVS (feat. JUSTHIS),쇼미더머니 9 Episode 1 - EP,2020,2026-09-13 14:39
656,2020,박진영 & 선미,When We Disco,,J.Y. Park & SUNMI,When We Disco,When We Disco (Duet Version) - Single,2020,2026-09-13 14:39
657,2020,방탄소년단,Dynamite,,방탄소년단,Dynamite,BE,2020,2026-09-13 14:39
658,2020,볼빨간사춘기,나비와 고양이,,볼빨간사춘기,나비와 고양이 (feat. 백현),사춘기집Ⅱ 꽃 본 나비 - EP,2020,2026-09-13 14:39
659,2020,브레이브걸스,운전만해,,브레이브걸스,운전만해,운전만해 - Single,2020,2026-09-13 14:39
660,2020,블랙핑크,How You Like That,,BLACKPINK,How You Like That,How You Like That - Single,2020,2026-09-13 14:39
661,2020,블랙핑크,Lovesick Girls,,BLACKPINK,Lovesick Girls,THE ALBUM,2020,2026-09-13 14:39
662,2020,세븐틴,Left & Right,,세븐틴,Left & Right,17 IS RIGHT HERE,2020,2026-09-13 14:39
663,2020,싹쓰리,다시 여기 바닷가,,싹쓰리,다시 여기 바닷가,다시 여기 바닷가 - Single,2020,2026-09-13 14:39
664,2020,아이유,에잇,,아이유,에잇 (feat. SUGA),에잇 (feat. SUGA) - Single,2020,2026-09-13 14:39
665,2020,아이즈원,Fiesta,,아이즈원,FIESTA,BLOOM*IZ,2020,2026-09-13 14:39
666,2020,에이핑크,덤더럼,,Apink,덤더럼,Look,2020,2026-09-13 14:39
667,2020,오마이걸,Dolphin,,오마이걸,Dolphin,NONSTOP - EP,2020,2026-09-13 14:39
668,2020,오마이걸,살짝 설렜어,,오마이걸,살짝 설렜어 (Nonstop),NONSTOP - EP,2020,2026-09-13 14:39
669,2020,적재,나랑 같이 걸을래,나랑 같이 걸을래 (바른연애 길잡이),적재,나랑 같이 걸을래 (바른연애 길잡이),나랑 같이 걸을래 (바른연애 길잡이) [Original Soundtrack] - Single,2020,2026-09-13 14:39
670,2020,제시,눈누난나,NUNU NANA,Jessi,NUNU NANA,NUNA - EP,2020,2026-09-13 14:39
671,2020,지코,아무노래,Any song,ZICO,아무노래,아무노래 - Single,2020,2026-09-13 14:39
672,2020,트와이스,I CAN’T STOP ME,,TWICE,I CAN’T STOP ME,Eyes wide open,2020,2026-09-13 14:39
673,2020,하현우,돌덩이,,하현우,돌덩이,이태원 클라쓰 (Original Television Soundtrack),2020,2026-09-13 14:39
674,2020,화사,마리아,,화사,마리아,María - EP,2020,2026-09-13 14:39
675,2020,환불원정대,DON'T TOUCH ME,,환불원정대,DON'T TOUCH ME,DON'T TOUCH ME - Single,2020,2026-09-13 14:39
676,2021,SOKODOMO,회전목마,,sokodomo,회전목마 (feat. Zion.T & 원슈타인),쇼미더머니 10 Episode 2 - Single,2021,2026-09-13 14:39
677,2021,STAYC,ASAP,,STAYC,ASAP,STAYDOM - EP,2021,2026-09-13 14:39
678,2021,멜로망스,고백,,멜로망스,고백,세 번째 고백 - Single,2021,2026-09-13 14:39
679,2021,방탄소년단,Butter,,방탄소년단,Butter,Proof,2021,2026-09-13 14:39
680,2021,비오,리무진,,비오,리무진 (feat. MINO & 그레이),쇼미더머니 10 Episode 3,2021,2026-09-13 14:39
681,2021,아이브,ELEVEN,,아이브,ELEVEN,ELEVEN - Single,2021,2026-09-13 14:39
682,2021,아이유,Celebrity,,아이유,Celebrity,Celebrity - Single,2021,2026-09-13 14:39
683,2021,아이유,라일락,LILAC,아이유,라일락,IU 5th Album 'LILAC',2021,2026-09-13 14:39
684,2021,악뮤,낙하,Nakka,악뮤,낙하 (with 아이유),NEXT EPISODE - EP,2021,2026-09-13 14:39
685,2021,에스파,Next Level,,aespa,Next Level,Next Level - Single,2021,2026-09-13 14:39
686,2021,에스파,Savage,,aespa,Savage,Savage - The 1st Mini Album - EP,2021,2026-09-13 14:39
687,2021,오마이걸,Dun Dun Dance,,오마이걸,Dun Dun Dance,Dear OHMYGIRL - EP,2021,2026-09-13 14:39
688,2021,이무진,신호등,,이무진,신호등,신호등 - Single,2021,2026-09-13 14:39
689,2021,태연,Weekend,,태연,Weekend,Weekend - Single,2021,2026-09-13 14:39
690,2021,투모로우바이투게더,0X1=LOVESONG,,투모로우바이투게더,0X1=LOVESONG (I Know I Love You) [feat. Seori],혼돈의 장: FREEZE,2021,2026-09-13 14:39
691,2021,트와이스,Alcohol-Free,,TWICE,Alcohol-Free,Taste of Love - EP,2021,2026-09-13 14:39
692,2022,ITZY,SNEAKERS,,ITZY,SNEAKERS,CHECKMATE,2022,2026-09-13 14:39
693,2022,WSG워너비 (가야G),그때 그 순간 그대로 (그그그),,WSG워너비 (가야G),그때 그 순간 그대로 (그그그),WSG워너비 1집 - Single,2022,2026-09-13 14:39
694,2022,나연,POP!,,NAYEON,POP!,IM NAYEON,2022,2026-09-13 14:39
695,2022,뉴진스,Attention,,뉴진스,Attention,NewJeans 1st EP 'New Jeans',2022,2026-09-13 14:39
696,2022,뉴진스,Ditto,,뉴진스,Ditto,Ditto - Single,2022,2026-09-13 14:39
697,2022,뉴진스,Hype Boy,,뉴진스,Hype Boy,NewJeans 1st EP 'New Jeans',2022,2026-09-13 14:39
698,2022,레드벨벳,Feel My Rhythm,,레드벨벳,Feel My Rhythm,'The ReVe Festival 2022 - Feel My Rhythm' - EP,2022,2026-09-13 14:39
699,2022,르세라핌,ANTIFRAGILE,,르세라핌,ANTIFRAGILE,ANTIFRAGILE - EP,2022,2026-09-13 14:39
700,2022,르세라핌,FEARLESS,,르세라핌,FEARLESS,FEARLESS - EP,2022,2026-09-13 14:39
701,2022,멜로망스,사랑인가 봐,,멜로망스,사랑인가 봐,사랑인가 봐 (사내맞선 (Original Soundtrack) 스페셜 트랙) - Single,2022,2026-09-13 14:39
702,2022,박재범,GANADARA,,박재범,GANADARA (feat. IU),GANADARA (feat. IU) - Single,2022,2026-09-13 14:39
703,2022,블랙핑크,Pink Venom,,BLACKPINK,Pink Venom,BORN PINK,2022,2026-09-13 14:39
704,2022,블랙핑크,Shut Down,,BLACKPINK,Shut Down,BORN PINK,2022,2026-09-13 14:39
705,2022,빅나티,정이라고 하자,,BIG Naughty,정이라고 하자 (feat. 10cm),정이라고 하자 (feat. 10cm) - Single,2022,2026-09-13 14:39
706,2022,빅뱅,봄여름가을겨울,,BIGBANG,봄여름가을겨울 (Still Life),봄여름가을겨울 (Still Life) - Single,2022,2026-09-13 14:39
707,2022,소녀시대,FOREVER 1,,소녀시대,FOREVER 1,FOREVER 1 - The 7th Album,2022,2026-09-13 14:39
708,2022,싸이,That That,,싸이,That That (prod.&feat. SUGA of BTS),싸다9,2022,2026-09-13 14:39
709,2022,아이들,Nxde,,i-dle,Nxde,I love - EP,2022,2026-09-13 14:39
710,2022,아이들,TOMBOY,,i-dle,TOMBOY,I NEVER DIE,2022,2026-09-13 14:39
711,2022,아이브,After LIKE,,아이브,After LIKE,After LIKE - Single,2022,2026-09-13 14:39
712,2022,아이브,LOVE DIVE,,아이브,LOVE DIVE,LOVE DIVE - Single,2022,2026-09-13 14:39
713,2022,에스파,도깨비불,Illusion,aespa,Illusion,Girls - The 2nd Mini Album (Apple Music Edition),2022,2026-09-13 14:39
714,2022,엔믹스,O.O,,NMIXX,O.O,AD MARE,2022,2026-09-13 14:39
715,2022,윤하,사건의 지평선,,윤하,사건의 지평선,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',2022,2026-09-13 14:39
716,2022,임영웅,다시 만날 수 있을까,,임영웅,다시 만날 수 있을까,IM HERO,2022,2026-09-13 14:39
717,2022,지코,새삥,,ZICO,새삥 (feat. 호미들),"스트릿 맨 파이터 (SMF) Original, Vol. 3 [계급미션] [Original Television Soundtrack] - EP",2022,2026-09-13 14:39
718,2022,최예나,SMILEY,,최예나,SMILEY (feat. BIBI),SMiLEY - EP,2022,2026-09-13 14:39
719,2022,최유리,숲,,최유리,숲,유영 - Single,2022,2026-09-13 14:39
720,2022,케플러,WA DA DA,,케플러,WA DA DA,FIRST IMPACT - EP,2022,2026-09-13 14:39
721,2022,태연,INVU,,태연,INVU,INVU - The 3rd Album,2022,2026-09-13 14:39
722,2023,STAYC,Teddy Bear,,STAYC,Teddy Bear,Teddy Bear - Single,2023,2026-09-13 14:39
723,2023,뉴진스,ETA,,뉴진스,ETA,NewJeans 2nd EP 'Get Up',2023,2026-09-13 14:39
724,2023,뉴진스,OMG,,뉴진스,OMG,NewJeans 'OMG' - Single,2023,2026-09-13 14:39
725,2023,뉴진스,Super Shy,,뉴진스,Super Shy,NewJeans 'Super Shy' - Single,2023,2026-09-13 14:39
726,2023,다이나믹 듀오 & 이영지,Smoke,,다이나믹 듀오 & 이영지,Smoke,스트릿 우먼 파이터2 (SWF2) 계급미션 - EP,2023,2026-09-13 14:39
727,2023,라이즈,Get A Guitar,,RIIZE,Get A Guitar,Get A Guitar - Single,2023,2026-09-13 14:39
728,2023,르세라핌,Perfect Night,,르세라핌,Perfect Night,Perfect Night - Single,2023,2026-09-13 14:39
729,2023,르세라핌,UNFORGIVEN,,르세라핌 & Nile Rodgers,UNFORGIVEN,UNFORGIVEN,2023,2026-09-13 14:39
730,2023,르세라핌,"이브, 프시케 그리고 푸른 수염의 아내",,르세라핌,"이브, 프시케 그리고 푸른 수염의 아내",UNFORGIVEN,2023,2026-09-13 14:39
731,2023,박재정,헤어지자 말해요,Let's Say Goodbye,Parc Jae Jung,Let's Say Goodbye,Alone,2023,2026-09-13 14:39
732,2023,부석순,파이팅 해야지,,부석순,파이팅 해야지 (feat. 이영지),SECOND WIND,2023,2026-09-13 14:39
733,2023,비비지,MANIAC,,비비지,MANIAC,The 4th Mini Album 'VERSUS' - EP,2023,2026-09-13 14:39
734,2023,세븐틴,손오공,,세븐틴,손오공,세븐틴 미니10집 'FML' - EP,2023,2026-09-13 14:39
735,2023,아이들,퀸카,Queencard,i-dle,Queencard,I feel - EP,2023,2026-09-13 14:39
736,2023,아이브,Baddie,,아이브,Baddie,I'VE MINE - EP,2023,2026-09-13 14:39
737,2023,아이브,I AM,,아이브,I AM,I've IVE,2023,2026-09-13 14:39
738,2023,아이브,Kitsch,,아이브,Kitsch,Kitsch - Single,2023,2026-09-13 14:39
739,2023,악뮤,Love Lee,,악뮤,Love Lee,Love Lee - Single,2023,2026-09-13 14:39
740,2023,악뮤,후라이의 꿈,,악뮤,후라이의 꿈,Love Lee - Single,2023,2026-09-13 14:39
741,2023,에스파,Spicy,,aespa,Spicy,MY WORLD - The 3rd Mini Album - EP,2023,2026-09-13 14:39
742,2023,엔하이픈,Bite Me,,엔하이픈,Bite Me,DARK BLOOD - EP,2023,2026-09-13 14:39
743,2023,우즈,Drowning,,WOODZ,Drowning,OO-LI,2023,2026-09-13 14:39
744,2023,이무진,에피소드,,이무진,에피소드,에피소드 - Single,2023,2026-09-13 14:39
